MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Output (Max),Fault Protection,Features,Grade,Input Type,Interface,Number of Outputs,Operating Temperature,Output Configuration,Output Type,Qualification,Ratio - Input:Output,Rds On (Typ),Series,Switch Type,Voltage - Load,Voltage - Supply (Vcc/Vdd)
FPF2195UCX-SN00331,onsemi,CURRENT LIMIT LOAD SWITCH,pmic-battery-management,8297,0.81,"6-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/download/data-sheet/pdf/fpf2194cn-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2195UCX-SN00331/18718015,1.5A,"Current Limiting (Adjustable), Over Temperature, Reverse Current, UVLO","Auto Restart, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C,High Side,P-Channel,,1:1,55mOhm,,General Purpose,1.8V ~ 5.5V,Not Required
FPF2260ATMX,onsemi,POWER SWITCH,pmic-battery-management,6464,0.61,12-XFQFN,Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/fpf2260atmx-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2260ATMX/13145356,,"Over Temperature, Over Voltage, Short Circuit, UVLO",Auto Restart,Automotive,Non-Inverting,,1,-40°C ~ 85°C (TA),,N-Channel,AEC-Q100,1:1,,,General Purpose,4V ~ 22V,Not Required
FPF2266UCX,onsemi,24V/4.5A POWER SWITCH WITH OVP/O,pmic-battery-management,2640,0.95,"16-UFBGA, WLCSP",Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/FPF2266UCX/25602763,4.5A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, UVLO",Load Discharge,,Non-Inverting,,1,-40°C ~ 85°C (TA),High Side,,,1:1,15mOhm,,USB Switch,3.6V ~ 24V,2.7V ~ 5.5V
FPF2495CUCX,onsemi,IC PWR LOAD SWITCH 1:1 9WLCSP,pmic-battery-management,5325,0.89,"9-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/fpf2495c-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2495CUCX/12143481,2A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, Reverse Current, UVLO","Slew Rate Controlled, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,,,1:1,70mOhm,IntelliMAX™,General Purpose,2.5V ~ 5.5V,Not Required
FPF2495UCX,onsemi,IC PWR LOAD SWITCH 1:1 9WLCSP,pmic-battery-management,6010,0.97,"9-UFBGA, WLCSP",Surface Mount,Not For New Designs,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/511/FPF2495_Sep2014.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2495UCX/4214645,2A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, Reverse Current, UVLO","Slew Rate Controlled, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,,,1:1,70mOhm,IntelliMAX™,General Purpose,2.5V ~ 5.5V,Not Required
FPF2496UCX,onsemi,IC PWR LOAD SWITCH 9WLCSP,pmic-battery-management,5364,1.05,"9-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/fpf2496-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2496UCX/4494050,2.5A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, Reverse Current, UVLO","Slew Rate Controlled, Status Flag",,,On/Off,,-40°C ~ 85°C (TA),,,,,100mOhm,IntelliMAX™,General Purpose,3.5V ~ 5.5V,Not Required
FPF2595UCX,onsemi,IC PWR SWITCH P-CHAN 1:1 12WLCSP,pmic-battery-management,1713,1.12,"12-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/fpf2595-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2595UCX/6009690,3.9A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,35mOhm,IntelliMAX™,General Purpose,2.5V ~ 5.5V,Not Required
FPF2890MNTXG-F,onsemi,22 V/5.5 A CAPABLE OTP/OVP/IDTRC,pmic-battery-management,4905,1.34,12-PowerVFDFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/FPF2890MNTXG-F/25602319,5.5A,"Over Temperature, Over Voltage, Reverse Current, UVLO","Slew Rate Controlled, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,33mOhm,,USB Switch,3.4V ~ 22V,Not Required
FPF2890MNTXG-L,onsemi,22 V/5.5 A CAPABLE OTP/OVP/IDTRC,pmic-battery-management,4974,1.34,12-PowerVFDFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/FPF2890MNTXG-L/25602114,5.5A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Slew Rate Controlled, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,33mOhm,,General Purpose,3.4V ~ 22V,Not Required
FPF2895CUCX,onsemi,IC PWR SWITCH N-CHAN 1:1 24WLCSP,pmic-battery-management,6687,2.17,"24-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/fpf2895c-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2895CUCX/8258522,5A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, Reverse Current, UVLO","Auto Restart, Status Flag",,,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,27mOhm,,General Purpose,4V ~ 22V,Not Required
FPF2895UCX,onsemi,IC PWR SWITCH N-CHAN 1:1 24WLCSP,pmic-battery-management,4611,2.08,"24-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/download/data-sheet/pdf/fpf2895-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2895UCX/6708135,5A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, Reverse Current, UVLO",Status Flag,,,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,27mOhm,,General Purpose,4V ~ 22V,
FPF2895VUCX,onsemi,CURRENT LIMIT SWITCH AUTO,pmic-battery-management,11823,3.56,"24-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/fpf2895v-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF2895VUCX/10670072,5A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, Reverse Current, UVLO","Auto Restart, Status Flag",Automotive,,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,AEC-Q100,1:1,27mOhm,,General Purpose,4V ~ 22V,
FPF3380UCX,onsemi,28V OVP WITH LOW ON-RESIS,pmic-battery-management,3381,1.2,"12-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/fpf3380ucx-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF3380UCX/10415112,5A,"Over Temperature, Over Voltage, UVLO",,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,15mOhm,,General Purpose,2.8V ~ 23V,Not Required
FPF3381UCX,onsemi,LOW RDSON OVER-VOLTAGE PROTECTIO,pmic-battery-management,7426,0.8,"12-UFBGA, WLCSP",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/fpf3381-d.pdf,https://www.digikey.com/en/products/detail/onsemi/FPF3381UCX/15851951,5A,"Over Temperature, Over Voltage, UVLO",,,Non-Inverting,,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,15mOhm,,General Purpose,2.8V ~ 25V,Not Required
HS0520P.N,Semtech Corporation,"HOTSWITCH, 1.6V-5.5V 2A MAX SLP0",pmic-battery-management,9870,0.36,4-VFLGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6793/600_HS0520P.pdf,https://www.digikey.com/en/products/detail/semtech-corporation/HS0520P-N/26475269,2A,"Reverse Current, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,40mOhm,HotSwitch®,General Purpose,1.6V ~ 5.5V,Not Required
HS2950P.M,Semtech Corporation,29V 5A LOAD PROTECTION HOTSWITCH,pmic-battery-management,4739,2.35,12-UFDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/HS2950P-M/16730650,5A,"Current Limiting (Fixed), Over Temperature, Over Voltage, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,25mOhm,HotSwitch®,General Purpose,2.7V ~ 29V,Not Required
IPS1025HFQ,STMicroelectronics,"HIGH EFFICIENCY, HIGH-SIDE SWITC",pmic-battery-management,2982,6.09,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips1025hf.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS1025HFQ/16819654,2.4A,"Current Limiting (Fixed), Over Load, Over Temperature, UVLO",,,Non-Inverting,Logic,1,-40°C ~ 150°C,High Side,N-Channel,,1:1,12mOhm,,General Purpose,8.65V ~ 60V,Not Required
IPS1025HFTR,STMicroelectronics,"HIGH EFFICIENCY, HIGH-SIDE SWITC",pmic-battery-management,546,6.69,"24-PowerBSOP (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips1025hf.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS1025HFTR/16624830,,"Current Limiting (Fixed), Over Temperature, Over Voltage, Short Circuit, UVLO",,,Non-Inverting,On/Off,1,-40°C ~ 150°C,High Side,N-Channel,,1:1,12mOhm,,General Purpose,,8.65V ~ 60V
IPS1025HTR,STMicroelectronics,IPS1025,pmic-battery-management,1038,5.54,"24-PowerBSOP (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips1025h.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS1025HTR/16284298,5A,"Current Limiting (Adjustable), Open Load Detect, Over Temperature, Reverse Current, UVLO",,,Non-Inverting,Logic,1,-40°C ~ 150°C,High Side,N-Channel,,1:1,12mOhm,,General Purpose,,8V ~ 60V
IPS1025HTR-32,STMicroelectronics,IPS1025,pmic-battery-management,930,5.54,"24-PowerBSOP (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips1025h.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS1025HTR-32/16284305,5A,"Current Limiting (Adjustable), Open Load Detect, Over Temperature, Reverse Current, UVLO",,,Non-Inverting,Logic,1,-40°C ~ 150°C,High Side,N-Channel,,1:1,12mOhm,,General Purpose,,8V ~ 60V
IPS1050LQ,STMicroelectronics,SINGLE CHANNEL LOW SIDE SWITCH,pmic-battery-management,997,6.29,32-PowerVFQFN,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips1050lq.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS1050LQ/27748586,39A,"Over Temperature, UVLO",Status Flag,,Non-Inverting,,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,,1:1,25mOhm,ECOPACK®,General Purpose,65V,12V
IPS160H,STMicroelectronics,IC PWR SWTCH P-CHAN 1:1 PWRSSO12,pmic-battery-management,1176,3.83,"12-PowerLSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips160h.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS160H/6149386,2.5A,"Over Temperature, UVLO",,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,60mOhm,,General Purpose,8V ~ 60V,Not Required
IPS160HFTR,STMicroelectronics,SINGLE CHANNEL HIGH-SIDE SWITCHE,pmic-battery-management,6202,3.52,"12-PowerLSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips160hf.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS160HFTR/12724988,2.4A,"Current Limiting (Fixed), Open Load Detect, Over Temperature",,,Non-Inverting,,1,-40°C ~ 150°C (TJ),High Side,P-Channel,,1:1,60mOhm,,General Purpose,8V ~ 60V,Not Required
IPS160HTR,STMicroelectronics,IC PWR SWTCH P-CHAN 1:1 PWRSSO12,pmic-battery-management,6054,3.72,"12-PowerLSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips160h.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS160HTR/7312889,2.5A,"Over Temperature, UVLO",,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,60mOhm,,General Purpose,8V ~ 60V,Not Required
IPS161H,STMicroelectronics,IC PWR SWTCH P-CHAN 1:1 PWRSSO12,pmic-battery-management,1357,3.41,"12-PowerLSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips161h.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS161H/6558529,1.7A,"Current Limiting (Fixed), Open Load Detect, Over Temperature, UVLO",,,,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,60mOhm,,General Purpose,8V ~ 60V,Not Required
IPS161HFTR,STMicroelectronics,SINGLE CHANNEL HIGH-SIDE SWITCHE,pmic-battery-management,4081,3.52,"12-PowerLSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips160hf.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS161HFTR/12724989,600mA,"Current Limiting (Fixed), Open Load Detect, Over Temperature",,,Non-Inverting,,1,-40°C ~ 150°C (TJ),High Side,P-Channel,,1:1,60mOhm,,General Purpose,8V ~ 60V,Not Required
IPS161HTR,STMicroelectronics,IC PWR SWTCH P-CHAN 1:1 PWRSSO12,pmic-battery-management,1637,3.38,"12-PowerLSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips161h.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS161HTR/6621708,1.7A,"Current Limiting (Fixed), Open Load Detect, Over Temperature, UVLO",,,,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,60mOhm,,General Purpose,8V ~ 60V,Not Required
IPS2050HQ,STMicroelectronics,"HIGH EFFICIENCY, HIGH-SIDE SWITC",pmic-battery-management,1218,6.29,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips2050h.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS2050HQ/16720106,2.4A,"Current Limiting (Fixed), Over Load, Over Temperature, Reverse Current, Short Circuit, UVLO",,,Non-Inverting,Logic,2,-40°C ~ 150°C,High Side,N-Channel,,1:1,25mOhm,,General Purpose,,8V ~ 60V
IPS2050HQ-32,STMicroelectronics,"HIGH EFFICIENCY, HIGH-SIDE SWITC",pmic-battery-management,1400,6.03,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips2050h.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS2050HQ-32/16720058,5.6A,"Current Limiting (Fixed), Over Load, Over Temperature, Over Voltage, UVLO",,,Non-Inverting,Logic,2,-40°C ~ 150°C,High Side,N-Channel,,1:1,25mOhm,,General Purpose,,8V ~ 60V
IPS2050HTR,STMicroelectronics,"HIGH EFFICIENCY, HIGH-SIDE SWITC",pmic-battery-management,503,6.64,"24-PowerBSOP (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips2050h-32.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS2050HTR/15814430,2.4A,"Current Limiting (Fixed), Over Load, Over Temperature, Over Voltage, Reverse Current, Short Circuit, UVLO",,,Non-Inverting,Logic,2,-40°C ~ 150°C,High Side,N-Channel,,2 x 1:1,25mOhm,ECOPACK®,General Purpose,,8V ~ 60V
IPS2050HTR-32,STMicroelectronics,"HIGH EFFICIENCY, HIGH-SIDE SWITC",pmic-battery-management,391,6.64,"24-PowerBSOP (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips2050h-32.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS2050HTR-32/15814425,5A,"Current Limiting (Fixed), Over Load, Over Temperature, Over Voltage, Reverse Current, Short Circuit, UVLO",,,Non-Inverting,Logic,2,-40°C ~ 150°C,High Side,N-Channel,,2 x 1:1,25mOhm,ECOPACK®,General Purpose,,8V ~ 60V
IPS4140HQ,STMicroelectronics,QUAD HIGH SIDE SMART POWER RELAY,pmic-battery-management,985,5.44,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips4140hq.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS4140HQ/25902832,600mA,"Current Limiting (Fixed), Over Temperature, Over Voltage, UVLO",Status Flag,,Non-Inverting,,4,,High Side,N-Channel,,4 x 1:1,80mOhm (Max),,"Relay, Solenoid Driver",10.5V ~ 36V,
IPS4140HQ-1,STMicroelectronics,QUAD HIGH SIDE SMART POWER RELAY,pmic-battery-management,490,5.98,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips4140hq.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS4140HQ-1/25932876,1A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, UVLO",Status Flag,,Non-Inverting,,4,-40°C ~ 125°C (TJ),High Side,N-Channel,,4 x 1:1,80mOhm (Max),ECOPACK®,"Relay, Solenoid Driver",10.5V ~ 36V,10.5V ~ 36V
IPS8160HQ,STMicroelectronics,0.5A OCTAL HIGH SIDE DRIVER,pmic-battery-management,2531,8.63,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips8160hq.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS8160HQ/17775621,700mA,"Current Limiting (Fixed), Over Load, Over Temperature, Reverse Battery, Short Circuit, UVLO","Auto Restart, Status Flag",,CMOS,On/Off,8,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:1,160mOhm (Max),,General Purpose,7V ~ 45V,7V ~ 45V
IPS8160HQ-1,STMicroelectronics,1.0A OCTAL HIGH SIDE DRIVER,pmic-battery-management,708,8.99,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips8160hq.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS8160HQ-1/17775587,1A,"Current Limiting (Fixed), Over Load, Over Temperature, Reverse Battery, Short Circuit, UVLO","Auto Restart, Status Flag",,CMOS,On/Off,8,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:1,160mOhm (Max),,General Purpose,7V ~ 45V,7V ~ 45V
IPS8200HQ,STMicroelectronics,IPS8200HQ,pmic-battery-management,480,7.56,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips8200hq.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS8200HQ/21348902,700mA,"Over Load, Over Temperature, Short Circuit, UVLO",,,,"Parallel, Serial",8,-40°C ~ 125°C (TJ),High Side,,,,110mOhm,,,10.5V ~ 36V,10.5V ~ 36V
IPS8200HQ-1,STMicroelectronics,IPS8200HQ-1,pmic-battery-management,485,8.11,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/ips8200hq.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/IPS8200HQ-1/21349115,1A,"Over Load, Over Temperature, Short Circuit, UVLO",,,,"Parallel, Serial",8,-40°C ~ 125°C (TJ),High Side,,,,110mOhm,,,10.5V ~ 36V,10.5V ~ 36V
ISO1H801GAUMA1,Infineon Technologies,IC PWR DRIVER N-CHAN 1:1 DSO-36,pmic-battery-management,685,7.33,"36-BSSOP (0.433"", 11.00mm Width) Exposed Pad",Surface Mount,Active,,https://www.digikey.com/en/products/detail/infineon-technologies/ISO1H801GAUMA1/2081238,625mA,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,,,Parallel,8,-25°C ~ 125°C (TJ),High Side,N-Channel,,1:1,150mOhm,ISOFACE™,"Relay, Solenoid Driver",15V ~ 30V,4.5V ~ 5.5V
ISO1H811GAUMA1,Infineon Technologies,IC PWR DRIVER N-CHAN 1:1 DSO-36,pmic-battery-management,24673,9.39,"36-BSSOP (0.433"", 11.00mm Width) Exposed Pad",Surface Mount,Active,https://www.infineon.com/dgdl/Preliminary+Datasheet+ISO1H811G.pdf?folderId=db3a30431b3e89eb011b8dbc543010a5&fileId=db3a304320896aa201208af1f76c0075,https://www.digikey.com/en/products/detail/infineon-technologies/ISO1H811GAUMA1/2081240,625mA,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,,,Parallel,8,-25°C ~ 125°C (TJ),High Side,N-Channel,,1:1,150mOhm,ISOFACE™,"Relay, Solenoid Driver",11V ~ 35V,3V ~ 5.5V
ISO1H812GAUMA1,Infineon Technologies,IC PWR DRIVER N-CHAN 1:8 DSO-36,pmic-battery-management,1308,9.39,"36-BSSOP (0.433"", 11.00mm Width) Exposed Pad",Surface Mount,Active,https://www.infineon.com/dgdl/Preliminary+Datasheet+ISO1H812G.pdf?folderId=db3a30431b3e89eb011b8dbc543010a5&fileId=db3a304320896aa201208afa6861007a,https://www.digikey.com/en/products/detail/infineon-technologies/ISO1H812GAUMA1/2081241,625mA,"Current Limiting (Fixed), Over Temperature, Over Voltage","Auto Restart, Galvanic Isolation, Status Flag",,,SPI,8,-25°C ~ 125°C (TJ),High Side,N-Channel,,1:8,150mOhm,ISOFACE™,"Relay, Solenoid Driver",11V ~ 35V,3V ~ 5.5V
ISO1H815GAUMA1,Infineon Technologies,IC PWR DRIVER N-CHAN 1:1 DSO-36,pmic-battery-management,3125,9.39,"36-BSSOP (0.433"", 11.00mm Width) Exposed Pad",Surface Mount,Active,https://www.infineon.com/dgdl/ISO1H815_V01.pdf?folderId=db3a30431b3e89eb011b8dbc543010a5&fileId=db3a304320d39d590120f6ed7d956a76,https://www.digikey.com/en/products/detail/infineon-technologies/ISO1H815GAUMA1/2081242,1.2A,"Current Limiting (Fixed), Over Temperature, Over Voltage","Auto Restart, Galvanic Isolation, Status Flag",,,Parallel,8,-25°C ~ 125°C (TJ),High Side,N-Channel,,1:1,150mOhm,ISOFACE™,"Relay, Solenoid Driver",11V ~ 35V,3V ~ 5.5V
ISO1H816GAUMA1,Infineon Technologies,IC PWR DRIVER N-CHAN 1:8 DSO-36,pmic-battery-management,3837,9.39,"36-BSSOP (0.433"", 11.00mm Width) Exposed Pad",Surface Mount,Active,https://www.infineon.com/dgdl/ISO1H816_V01.pdf?folderId=db3a30431b3e89eb011b8dbc543010a5&fileId=db3a304320d39d590120f700bb736a89,https://www.digikey.com/en/products/detail/infineon-technologies/ISO1H816GAUMA1/2081243,1.2A,"Current Limiting (Fixed), Over Temperature, Over Voltage","Auto Restart, Galvanic Isolation, Status Flag",,,SPI,8,-25°C ~ 125°C (TJ),High Side,N-Channel,,1:8,150mOhm,ISOFACE™,"Relay, Solenoid Driver",11V ~ 35V,3V ~ 5.5V
ISO2H823V25XUMA1,Infineon Technologies,IC PWR SWITCH P-CHAN 1:8 70VQFN,pmic-battery-management,913,10.74,70-VFQFN Exposed Pad,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-ISO2H823V2.5-DS-v02_00-EN.pdf?fileId=5546d4624b0b249c014bb73da14314b0,https://www.digikey.com/en/products/detail/infineon-technologies/ISO2H823V25XUMA1/5306375,,"Current Limiting (Fixed), Over Temperature, UVLO",,,,"SPI, Parallel",8,-40°C ~ 85°C (TA),High Side,P-Channel,,1:8,210mOhm,ISOFACE™,General Purpose,11V ~ 35V,2.75V ~ 3.6V
ISO808A,STMicroelectronics,ISO808A,pmic-battery-management,290,9.82,"36-PowerBSSOP (0.433"", 11.00mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/iso808a.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ISO808A/18086010,2.3A,"Current Limiting (Fixed), Over Load, Over Temperature, Over Voltage, Reverse Current, UVLO","Auto Restart, Power Good, Status Flag",,Non-Inverting,"On/Off, SPI",8,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:8,125mOhm,,"Relay, Solenoid Driver",9.2V ~ 36V,9.2V ~ 36V
ISO808A-1,STMicroelectronics,ISO808A-1,pmic-battery-management,215,9.82,"36-PowerBSSOP (0.433"", 11.00mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/iso808a.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ISO808A-1/18086028,2.3A,"Current Limiting (Fixed), Over Load, Over Temperature, Over Voltage, Reverse Current, UVLO","Auto Restart, Power Good, Status Flag",,Non-Inverting,"On/Off, SPI",8,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:8,125mOhm,,"Relay, Solenoid Driver",9.2V ~ 36V,9.2V ~ 36V
ISO808AQTR,STMicroelectronics,ISO808AQTR,pmic-battery-management,746,8.75,"36-PowerBSSOP (0.433"", 11.00mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/iso808a.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ISO808AQTR/18085878,2.3A,"Current Limiting (Fixed), Over Load, Over Temperature, Over Voltage, Reverse Current, UVLO","Auto Restart, Power Good, Status Flag",,Non-Inverting,"On/Off, SPI",8,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:8,125mOhm,,"Relay, Solenoid Driver",9.2V ~ 36V,9.2V ~ 36V
ISO808AQTR-1,STMicroelectronics,ISO808AQTR-1,pmic-battery-management,748,8.75,"36-PowerBSSOP (0.433"", 11.00mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/iso808a.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ISO808AQTR-1/18085941,2.3A,"Current Limiting (Fixed), Over Load, Over Temperature, Over Voltage, Reverse Current, UVLO","Auto Restart, Power Good, Status Flag",,Non-Inverting,"On/Off, SPI",8,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:8,125mOhm,,"Relay, Solenoid Driver",9.2V ~ 36V,9.2V ~ 36V
