MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,"Coded, Keyed",Color,Contents,Features,For Use With/Related Products,Gender,Includes,Number of Positions,Series,Size,Stacking Direction,Style,Terminal Size,Terminal Type,Termination Style,Thread Size,Type
3-180916-0,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 1POS NAT,optoisolators-transistor-photovoltaic-output,10964,0.55,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-180916-0/5124430,,Natural,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,1,Fastin-Faston,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
3-180930-0,TE Connectivity AMP Connectors,CONN RCPT SLEEVE 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.04312,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-180930-0/5124692,,Natural,,,,"Female, Receptacle",,1,Faston,,,Sleeve,,"Quick Connect, Disconnect",,,
3-2005820-9,TE Connectivity AMP Connectors,CLUSTER BLOCK 3P SLIM HSG(GWT),optoisolators-transistor-photovoltaic-output,0,0.27581,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-2005820-9/13583383,,,,,,"Female, Receptacle",,3,,,Side to Side,Cluster Block Housing,,Cluster Pin,,,
3-2299280-3,TE Connectivity AMP Connectors,POD-LOK 250 FLAG AWG 14-12 TPBR,optoisolators-transistor-photovoltaic-output,0,0.27331,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-2299280-3/22856013,,,,,,"Female, Receptacle",,2,Faston,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
3-2299282-3,TE Connectivity AMP Connectors,POD-LOK 250 STR. AWG 14-12 TPBR,optoisolators-transistor-photovoltaic-output,0,0.29699,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-2299282-3/22790398,,,,,,"Female, Receptacle",,2,Faston,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
3-2332040-2,WEC,"PLUG HOUSING, POWER VERSA-LOCK",optoisolators-logic-output,37900,0.23,Retail Package,,Active,,https://www.digikey.com/en/products/detail/wec/3-2332040-2/27528973,,,,,,,,,*,,,,,,,,
3-336369-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.09328,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-336369-1/5124813,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Faston,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
3-336369-5,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.32,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-336369-5/2055415,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Faston,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
3-480435-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.10303,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-480435-1/9815830,,Natural,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,1,Faston,,,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
3-521120-1,TE Connectivity AMP Connectors,PL 250 HOUSING RECEPTACLE NYLON,optoisolators-transistor-photovoltaic-output,2180,0.14,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-521120-1/10464339,,Natural,,,,"Female, Receptacle",,1,Mark III,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
3-925017-0,TE Connectivity AMP Connectors,CONN RCPT SLEEVE 0.25 1POS CLEAR,optoisolators-transistor-photovoltaic-output,0,0.06474,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/3-925017-0/2284766,,Clear,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Faston,,,Sleeve,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
3035650000,Weidmüller,"PHOTOVOLTAICS, PLUG-IN CONNECTOR",optoisolators-triac-scr-output,285,3.17,Box,,Active,https://datasheet.weidmueller.com/pdf/en/3035650000/scope/2/,https://www.digikey.com/en/products/detail/weidm%C3%BCller/3035650000/28739920,Non-Keyed,,,,,,,,,,,,,,,,Female Coupler
3035660000,Weidmüller,"PHOTOVOLTAICS, PLUG-IN CONNECTOR",optoisolators-triac-scr-output,285,4.27,Box,,Active,https://datasheet.weidmueller.com/pdf/en/3035660000/scope/2/,https://www.digikey.com/en/products/detail/weidm%C3%BCller/3035660000/28739922,Non-Keyed,,,,,,,,,,,,,,,,Male Coupler
3035690000,Weidmüller,"PHOTOVOLTAICS, PLUG-IN CONNECTOR",optoisolators-triac-scr-output,293,2.53,Box,,Active,https://datasheet.weidmueller.com/pdf/en/3035690000/scope/2/,https://www.digikey.com/en/products/detail/weidm%C3%BCller/3035690000/28739926,Non-Keyed,,,,,,,,,,,,,,,,Female Coupler
3035710000,Weidmüller,"PHOTOVOLTAICS, PLUG-IN CONNECTOR",optoisolators-triac-scr-output,293,3.68,Box,,Active,https://datasheet.weidmueller.com/pdf/en/3035710000/scope/2/,https://www.digikey.com/en/products/detail/weidm%C3%BCller/3035710000/28739921,Non-Keyed,,,,,,,,,,,,,,,,Male Coupler
306827,TE Connectivity Application Tooling,CONN INSULATION EJECTOR,optoisolators-transistor-photovoltaic-output,0,17.429,,-,Active,,https://www.digikey.com/en/products/detail/te-connectivity-application-tooling/306827/5123641,,,,,,,,,,,,,,,,,
3070419,Phoenix Contact,3070419,optoisolators-transistor-photovoltaic-output,0,0.94001,,-,Active,,https://www.digikey.com/en/products/detail/phoenix-contact/3070419/27571861,,,,,,,,,*,,,,,,,,
3070422,Phoenix Contact,3070422,optoisolators-transistor-photovoltaic-output,0,0.47,,-,Active,,https://www.digikey.com/en/products/detail/phoenix-contact/3070422/27570838,,,,,,,,,*,,,,,,,,
31-928,EAO,INSULATION SOCKET FOR LL CONNECT,optoisolators-transistor-photovoltaic-output,5,0.91,,Free Hanging (In-Line),Last Time Buy,https://digikey.eao.com/api/action/component/datasheet?objectID=31-928&lang=en,https://www.digikey.com/en/products/detail/eao/31-928/8733875,,White,,,,"Female, Receptacle",,1,31,,,Sleeve,,,,,
31-929,EAO,"INSULATION SOCKET FOR 2,8 CONNEC",optoisolators-transistor-photovoltaic-output,1980,0.62,,Free Hanging (In-Line),Last Time Buy,https://digikey.eao.com/api/action/component/datasheet?objectID=31-929&lang=en,https://www.digikey.com/en/products/detail/eao/31-929/8733876,,White,,,,"Female, Receptacle",,1,31,,,Sleeve,,,,,
316293-1,TE Connectivity AMP Connectors,CONN RCPT CLUSTER BLOCK HSG 3POS,optoisolators-transistor-photovoltaic-output,0,0.40829,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/316293-1/4731318,,Natural,,,3.18mm Dia Receptacle,"Female, Receptacle",,3,,,Side to Side,Cluster Block Housing,,Cluster Pin,,,
316293-2,TE Connectivity AMP Connectors,CONN RCPT HOUSING 3POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.64,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/316293-2/4730431,,Black,,,,"Female, Receptacle",,3,,,Side to Side,Housing,,,,,
316441-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 8POS NATURAL,optoisolators-transistor-photovoltaic-output,0,3.31544,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/316441-1/5123860,,Natural,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,8,Mark II,,Multiple,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
316441-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 8POS BLACK,optoisolators-transistor-photovoltaic-output,0,4.01433,,Free Hanging (In-Line),Last Time Buy,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/316441-2/5123940,,Black,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,8,Mark II,,Multiple,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
336369-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,11874,0.2,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/336369-1/1150491,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Faston,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
336369-5,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.12198,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/336369-5/2284696,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Faston,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
338696-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.11 16POS BLK,optoisolators-transistor-photovoltaic-output,0,1.26765,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/338696-1/4022246,,Black,,,"0.110"" (2.79mm) Quick Connects","Male, Tab",,16,Fastin-Faston,,Top to Bottom and Side to Side,Housing,"0.110"" (2.79mm)","Quick Connect, Disconnect",,,
341300,TE Connectivity AMP Connectors,CONN RCPT SLEEVE 0.25 1POS NAT,optoisolators-transistor-photovoltaic-output,22697,0.12,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/341300/5157108,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Sleeve,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
341300-5,TE Connectivity AMP Connectors,CONN RCPT SLEEVE 0.25 1POS GREEN,optoisolators-transistor-photovoltaic-output,0,0.02829,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/341300-5/5157110,,Green,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Sleeve,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
341300-9,TE Connectivity AMP Connectors,CONN RCPT SLEEVE 0.25 1POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.4,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/341300-9/5440662,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Sleeve,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
343526-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.11403,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/343526-1/287755,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark I,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
344073-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 8POS BLK,optoisolators-transistor-photovoltaic-output,0,1.82658,Box,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/344073-1/2280539,,Black,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,8,EconoSeal III 250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
344074-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 4POS BLK,optoisolators-transistor-photovoltaic-output,0,0.8201,"Box
Box",Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/344074-1/2054320,,Black,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,4,EconoSeal III 250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
344075-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 2POS BLK,optoisolators-transistor-photovoltaic-output,675,1.37,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/344075-1/2188008,,Black,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,2,EconoSeal III 250,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
344079-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 8POS BLACK,optoisolators-transistor-photovoltaic-output,0,3.42288,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/344079-1/2280543,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,8,EconoSeal III 250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
344080-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 4POS BLACK,optoisolators-transistor-photovoltaic-output,0,3.58478,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/344080-1/2280544,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,4,EconoSeal III 250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
344081-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS BLACK,optoisolators-transistor-photovoltaic-output,162,3.39,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/344081-1/2188009,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,EconoSeal III 250,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
346027-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS BLACK,optoisolators-transistor-photovoltaic-output,2259,1.61,Box,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/346027-1/2258759,,Black,,,"0.250"" (6.35mm) x 0.032"" (0.81mm) Quick Connects","Female, Receptacle",,2,Fastin-Faston,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
346027-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS YELLOW,optoisolators-transistor-photovoltaic-output,0,0.0,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/346027-2/1150517,,Yellow,,,"0.250"" (6.35mm) x 0.032"" (0.81mm) Quick Connects","Female, Receptacle",,2,Fastin-Faston,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
348726-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.0,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/348726-1/2279684,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,Fastin-Faston,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
351860610,Molex,Headers & Wire Housings 1.78mm (,optoisolators-transistor-photovoltaic-output,12826,0.181,,-,Active,,https://www.digikey.com/en/products/detail/wec/351860610/18847559,,,,,,,,,*,,,,,,,,
35189-0200,Molex,2 Position Housing CONN Female R,optoisolators-transistor-photovoltaic-output,30000,0.069,,-,Active,,https://www.digikey.com/en/products/detail/wec/35189-0200/29355404,,,,,,,,,*,,,,,,,,
353148-4,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 2POS YELLOW,optoisolators-transistor-photovoltaic-output,0,0.60088,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/353148-4/2308056,,Yellow,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,2,Mark II,,Side to Side,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
353148-5,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 2POS GREEN,optoisolators-transistor-photovoltaic-output,0,0.54625,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/353148-5/2308058,,Green,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,2,Mark II,,Side to Side,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
353171-2,TE Connectivity,250 POSITIVE LOCK HSG 1P L/PRO,optoisolators-transistor-photovoltaic-output,16000,0.4,,-,Active,,https://www.digikey.com/en/products/detail/wec/353171-2/29355245,,,,,,,,,*,,,,,,,,
353251-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.11 1POS NATURAL,optoisolators-transistor-photovoltaic-output,3850,0.46,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/353251-1/2308064,,Natural,,,"0.110"" (2.79mm) Quick Connects","Female, Receptacle",,1,Positive Lock EX-III,,,Housing,"0.110"" (2.79mm)","Quick Connect, Disconnect",,,
353253-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.11 2POS NATURAL,optoisolators-transistor-photovoltaic-output,1491,0.39,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/353253-1/2308066,,Natural,,,"0.110"" (2.79mm) Quick Connects","Female, Receptacle",,2,Positive Lock EX-III,,Side to Side,Housing,"0.110"" (2.79mm)","Quick Connect, Disconnect",,,
353255-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.11 3POS NATURAL,optoisolators-transistor-photovoltaic-output,15980,0.39,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/353255-1/2308070,,Natural,,,"0.110"" (2.79mm) Quick Connects","Female, Receptacle",,3,Positive Lock EX-III,,Side to Side,Housing,"0.110"" (2.79mm)","Quick Connect, Disconnect",,,
353255-7,TE Connectivity AMP Connectors,CONN RCPT HOUSING 0.11 3POS RED,optoisolators-transistor-photovoltaic-output,16000,0.43,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/353255-7/5344663,,Red,,,"0.110"" (2.79mm) Quick Connects","Female, Receptacle",,3,Positive Lock EX-III,,Side to Side,Housing,"0.110"" (2.79mm)","Quick Connect, Disconnect",,,
353752-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.315 3POS BLACK,optoisolators-transistor-photovoltaic-output,0,1.13,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/353752-2/2308072,,Black,,,"0.315"" (8.00mm) Quick Connects","Female, Receptacle",,3,Mark II,,Multiple,Housing,"0.315"" (8.00mm)","Quick Connect, Disconnect",,,
360010-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 3POS NATURAL,optoisolators-transistor-photovoltaic-output,12630,0.63,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/360010-1/287849,,Natural,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,3,Faston,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
360010-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 3POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.0,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/360010-2/2284701,,Natural,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,3,Faston,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
360010-4,TE Connectivity AMP Connectors,187 FAST RCPT HSG 3 CIR BR.,optoisolators-transistor-photovoltaic-output,0,0.19548,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/360010-4/10468001,,Black,,,,"Female, Receptacle",,3,Faston,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
360010-5,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 3POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.36064,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/360010-5/5124109,,Natural,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,3,Faston,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
360033-1,TE Connectivity AMP Connectors,CONN RCPT CLUSTER BLOCK HSG 3POS,optoisolators-transistor-photovoltaic-output,0,0.63148,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/360033-1/1153443,,Natural,,,2.30mm Dia Receptacle,"Female, Receptacle",,3,,,Side to Side,Cluster Block Housing,,Cluster Pin,,,
360040-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.11 1POS NATURAL,optoisolators-transistor-photovoltaic-output,4497,0.93,,"Free Hanging (In-Line), Right Angle",Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/360040-1/293078,,Natural,,,"0.110"" (2.79mm) Quick Connects","Female, Receptacle",,1,Faston,,,Housing,"0.110"" (2.79mm)","Quick Connect, Disconnect",,,
