MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Accuracy - Highest (Lowest),Features,Grade,Operating Temperature,Output Type,Qualification,Resolution,Sensing Temperature - Local,Sensing Temperature - Remote,Sensor Type,Series,Test Condition,Voltage - Supply
"A/TT1K-D-4""-2-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-4-2-PB/17280418,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-4""-4-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,250.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-4-4-4X/17281279,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-4""-4-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,221.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-4-4-BB/17282378,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-4""-4-BB-POTTED","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,249.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-4-4-BB-POTTED/17280024,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-4""-4-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-4-4-GD/17280455,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-4""-4-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-4-4-PB/17280518,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-6""-1-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,188.0,Module,Chassis Mount,Active,https://www.workaci.com/sites/default/files/category-files/Transmitters Duct.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-6-1-GD/17285686,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-6""-2-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-6-2-GD/17281825,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-6""-2-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-6-2-PB/17281447,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-6""-4-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,250.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-6-4-4X/17282192,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-6""-4-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,221.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-6-4-BB/17281623,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-6""-4-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-6-4-GD/17282085,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-6""-4-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-6-4-PB/17280021,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-1-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,221.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-1-BB/17281321,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-1-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-1-GD/17280612,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-1-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-1-PB/17280602,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-2-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,244.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-2-4X/17279733,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-2-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,227.2,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-2-BB/17279793,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-2-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-2-GD/17281401,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-2-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-2-PB/17280569,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-4-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,244.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-4-4X/17280475,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-4-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,21,227.2,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-4-BB/17282250,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-4-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-4-GD/17280785,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-D-8""-4-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Du",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-D-8-4-PB/17282298,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-HT-D-12""-1-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Hi",temperature-sensors-analog-and-digital-output,25,416.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-HT-D-12-1-GD/17279845,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 395°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-1-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,280.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-1-4X/17282207,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-1-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-1-GD/17285147,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-2-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,287.2,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-2-4X/17281901,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-2-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-2-GD/17281978,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-2-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-2-PB/17281234,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-4-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,280.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-4-4X/17280833,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-4-4X-POTTED","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,302.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-4-4X-POTTED/17280006,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-4-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,268.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-4-BB/17281060,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-4-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-4-GD/17281403,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-2.5""-4-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-2-5-4-PB/17279654,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-1-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-1-GD/17281042,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-2-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,280.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-2-4X/17282315,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-2-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,268.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-2-BB/17281197,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-2-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-2-GD/17280761,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-2-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-2-PB/17280207,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-4-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,287.2,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-4-4X/17281875,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-4-4X-POTTED","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,302.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-4-4X-POTTED/17281497,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-4-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-4-BB/17280253,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-4-BB-POTTED","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,283.2,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-4-BB-POTTED/17279700,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-4-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-4-GD/17280894,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-4""-4-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-4-4-PB/17279798,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-1-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-1-GD/17280127,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-1-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-1-PB/17280167,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-2-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,280.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-2-4X/17280159,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-2-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-2-BB/17279688,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-2-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-2-GD/17280481,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-4-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,287.2,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-4-4X/17281217,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-4-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-4-BB/17280999,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-4-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-4-GD/17282180,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-I-6""-4-PB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-I-6-4-PB/17279822,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-IM-2.5""-1-GD","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,246.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-IM-2-5-1-GD/17287232,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-IM-2.5""-2-BB","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,265.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-IM-2-5-2-BB/17285964,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT1K-IM-2.5""-4-4X","Automation Components, Inc.","Transmitter w/ 1,000 Ohm RTD, Im",temperature-sensors-analog-and-digital-output,25,292.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT1K-IM-2-5-4-4X/17282060,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
